2.767813384,2.919718383
4.731971232,1.811850226
2.606134638,3.175552723
2.862169175,3.301835253
1.332976077,3.063412086
2.242275957,3.578116431
4.380633149,2.78841627
1.51294046,1.443337239
4.97403024,5.370231758
4.668273448,2.917744771
2.880037075,2.879286043
3.629427555,2.506935312
5.192819323,1.693553546
4.474102472,2.120392297
2.565387892,2.478772465
1.8291959,5.404799486
1.495451212,4.815272799
1.134608793,3.139924747
2.120931417,3.537263927
5.830961493,4.414002188
4.745282635,3.108761448
3.079384865,5.119157664
3.070585566,4.664950913
3.731892972,4.114689807
1.610424538,5.276457038
5.503496114,4.591528855
3.477727977,4.988505866
3.244677314,1.509501688
1.662347672,2.157602909
2.794506999,1.573970345
2.800627426,5.282367357
3.529257356,4.886755762
2.683634321,5.968680109
4.970314108,5.3508164
2.997151634,3.852691509
1.038781094,1.274858756
3.326758451,4.749719949
2.742895309,4.5311534
4.278700314,2.564555239
5.787432955,2.546548765
3.009328338,1.032151264
5.764252942,5.657745975
3.364214457,5.055814036
2.276852796,3.237433305
2.499445349,4.269098499
5.468350515,2.368355139
3.391195183,2.566293556
3.233366445,3.285746075
4.684219986,5.970639994
4.044560856,4.307577096
5.027923616,3.267934186
2.427540667,2.796025506
5.633041319,1.403964697
5.971329336,4.319681854
2.775493657,1.0103382
1.295136046,4.948898856
3.252335546,3.664333871
1.76599233,2.298165128
4.272112975,5.849183783
1.246711829,2.541641764
5.321397278,5.511413825
2.244919072,3.705271452
5.231912406,4.290679443
3.733929313,4.71340325
3.716777219,2.327291136
4.745364715,5.638115613
4.884426197,3.529352614
1.89734792,1.447409452
3.20558516,3.245080891
1.185836658,1.547038975
2.824243566,2.302813202
4.861547081,4.283480616
2.373633747,5.066742991
1.223582909,3.102976224
5.683009437,2.861685061
4.581220235,5.083665249
2.034729167,4.648620526
4.060566315,1.336154051
3.016228448,3.93882727
1.121858714,3.227072437
1.417644915,5.348820298
4.8867341,1.68879302
3.219624907,4.003401132
5.02347359,5.613202962
4.706578583,3.876438819
4.128450143,4.118007904
5.701070353,3.435762182
1.104000388,5.579282495
1.463382528,3.860504908
2.193889283,2.775006149
3.430839765,5.206892891
2.818140627,3.801555148
2.332922462,3.926002505
3.14258473,1.304179307
5.785759278,2.568131537
2.643233583,2.045967518
2.951216658,1.254509147
2.159783071,3.702996515
3.457737271,2.075987402
4.371378251,3.443636272
1.273435212,5.832135975
5.719143086,3.205135693
5.902167756,4.471166306
1.438519133,4.172611355
5.704915176,2.286764403
4.776748809,1.612755566
1.838888899,4.890708183
2.819367755,1.030488109
5.938020944,4.798294339
1.339189047,4.69528467
5.56793292,1.08118632
